date,Top_Portfolio_Return,Index_Return,Hedged_Excess_Beta_0.6,Hedged_Excess_Beta_0.8,Hedged_Excess_Beta_1.0,Hedged_Excess_Beta_1.2,Hedged_Excess_Beta_1.4
2005-01-31,,-0.05910264940145893,,,,,
2005-02-28,,0.09659874319401318,,,,,
2005-03-31,,-0.10614934064277137,,,,,
2005-04-30,,-0.029566795567816273,,,,,
2005-05-31,,-0.07382711658860874,,,,,
2005-06-30,,0.010134784904240357,,,,,
2005-07-31,,-0.02006547020684224,,,,,
2005-08-31,0.0007029504640187906,0.08477743533852466,-0.05016351073909601,-0.06711899780680095,-0.08407448487450588,-0.1010299719422108,-0.11798545900991574
2005-09-30,3.721743919781703e-05,0.005634665388017046,-0.0033435817936124106,-0.00447051487121582,-0.005597447948819229,-0.006724381026422638,-0.007851314104026046
2005-10-31,-0.0016605491235042891,-0.046617708856516615,0.02631007619040568,0.035633617961709003,0.04495715973301233,0.05428070150431565,0.06360424327561898
2005-11-30,-0.0015720645763923282,-0.001747696628571993,-0.0005234465992491324,-0.00017390727353473355,0.0001756320521796649,0.0005251713778940633,0.0008747107036084618
2005-12-31,0.00036275339567362104,0.050002225038168646,-0.029638581627227562,-0.0396390266348613,-0.04963947164249503,-0.05963991665012875,-0.06964036165776247
2006-01-31,0.006938318594185785,0.10182795649533238,-0.05415845530301364,-0.07452404660208013,-0.0948896379011466,-0.11525522920021307,-0.13562082049927954
2006-02-28,0.003846701130975027,0.027851033936134417,-0.012863919230705623,-0.018434126017932508,-0.02400433280515939,-0.029574539592386272,-0.03514474637961315
2006-03-31,0.009164697752700266,0.01987775587961149,-0.002761955775066629,-0.006737506950988927,-0.010713058126911226,-0.014688609302833524,-0.01866416047875582
2006-04-30,0.023785491344626226,0.12062387603964009,-0.04858883427915783,-0.07271360948708586,-0.09683838469501387,-0.12096315990294189,-0.14508793511086987
2006-05-31,0.02463305056072452,0.1915921687480402,-0.0903222506880996,-0.12864068443770765,-0.16695911818731568,-0.2052775519369237,-0.24359598568653174
2006-06-30,0.0055546873869495575,0.037456416020958505,-0.016919162225625544,-0.024410445429817247,-0.03190172863400895,-0.039393011838200646,-0.046884295042392346
2006-07-31,-0.008467128834042603,-0.0584491332735948,0.026602351130114277,0.03829217778483324,0.0499820044395522,0.06167183109427116,0.07336165774899012
2006-08-31,0.006216459151870814,0.03609014057838844,-0.015437625195162247,-0.02265565331083994,-0.029873681426517626,-0.03709170954219531,-0.044309737657873
2006-09-30,0.009033937429804304,0.04812717699495783,-0.019842368767170396,-0.029467804166161966,-0.03909323956515353,-0.048718674964145094,-0.05834411036313666
2006-10-31,0.004340077773572555,0.022267076938321084,-0.009020168389420095,-0.013473583777084314,-0.01792699916474853,-0.022380414552412745,-0.02683382994007696
2006-11-30,0.03019965954532608,0.12012811353509822,-0.04187720857573285,-0.06590283128275251,-0.08992845398977214,-0.11395407669679178,-0.1379796994038114
2006-12-31,0.037836807505739374,0.13628279576422164,-0.043932869952793614,-0.07118942910563794,-0.09844598825848228,-0.1257025474113266,-0.15295910656417092
2007-01-31,0.036947935532838976,0.19826350178714347,-0.0820101655394471,-0.1216628658968758,-0.1613155662543045,-0.20096826661173317,-0.24062096696916185
2007-02-28,0.005675127049700422,0.1096302503605533,-0.060103023166631554,-0.08202907323874221,-0.10395512331085287,-0.12588117338296353,-0.1478072234550742
2007-03-31,0.015078134969234113,0.12265452080599215,-0.05851457751436118,-0.08304548167555961,-0.10757638583675803,-0.13210728999795648,-0.1566381941591549
2007-04-30,0.05693672662865698,0.30225289344913686,-0.12441500944082512,-0.18486558813065251,-0.24531616682047988,-0.30576674551030725,-0.36621732420013464
2007-05-31,0.03340081780314665,0.0997693823955188,-0.026460811634164624,-0.0464146881132684,-0.06636856459237214,-0.08632244107147591,-0.10627631755057965
2007-06-30,0.006353073853164918,-0.0921486770384976,0.061642280076263475,0.080072015483963,0.09850175089166252,0.11693148629936204,0.13536122170706155
2007-07-31,0.04965031292745198,0.20272169053514744,-0.07198270139363648,-0.11252703950066598,-0.15307137760769546,-0.19361571571472494,-0.23416005382175442
2007-08-31,0.053704978427396376,0.15636304827335135,-0.04011285053661443,-0.0713854601912847,-0.10265806984595496,-0.13393067950062523,-0.16520328915529547
2007-09-30,0.020530748461859098,0.04732195659678329,-0.007862425496210874,-0.017326816815567535,-0.02679120813492419,-0.03625559945428085,-0.0457199907736375
2007-10-31,0.006293267492907446,-0.0319888402113333,0.025486571619707427,0.031884339661974084,0.038282107704240745,0.044679875746507405,0.051077643788774066
2007-11-30,-0.05155646118578469,-0.1386729713542746,0.031647321626780064,0.05938191589763499,0.0871165101684899,0.11485110443934482,0.14258569871019972
2007-12-31,0.043246610780484085,0.15569936865220657,-0.05017301041083985,-0.08131288414128118,-0.11245275787172249,-0.1435926316021638,-0.1747325053326051
2008-01-31,-0.03146232980301476,-0.10408559162070363,0.030989025169407415,0.051806143493548146,0.07262326181768887,0.0934403801418296,0.11425749846597032
2008-02-29,0.0027281095866732406,0.041131053025676545,-0.021950522228732686,-0.030176732833867997,-0.0384029434390033,-0.046629154044138615,-0.054855364649273916
2008-03-31,-0.05516737512307927,-0.19343508572701806,0.06089367631313156,0.09958069345853521,0.1382677106039388,0.1769547277493424,0.215641744894746
2008-04-30,0.0033946075470162006,0.011861765126777835,-0.0037224515290504995,-0.0060948045544060685,-0.008467157579761634,-0.0108395106051172,-0.013211863630472765
2008-05-31,-0.0004719202214630532,-0.0676906932097957,0.040142495704414374,0.05368063434637352,0.06721877298833265,0.08075691163029179,0.09429505027225092
2008-06-30,-0.0022044662839057903,-0.2365684760777058,0.13973661936271767,0.18705031457825885,0.2343640097938,0.28167770500934114,0.3289914002248823
2008-07-31,0.00025315556039729657,0.03173222536956821,-0.01878617966134363,-0.025132624735257274,-0.031479069809170916,-0.037825514883084554,-0.0441719599569982
2008-08-31,0.0,-0.18374838713606056,0.11024903228163634,0.14699870970884846,0.18374838713606056,0.22049806456327267,0.2572477419904848
2008-09-30,-0.00031110523842918904,-0.0664570658452327,0.03956313426871043,0.05285454743775697,0.06614596060680351,0.07943737377585006,0.09272878694489659
2008-10-31,-0.0004230766734992496,-0.2624174871805105,0.15702741563480704,0.20951091307090916,0.2619944105070113,0.31447790794311337,0.36696140537921546
2008-11-30,0.00024512405673343543,0.131030622498866,-0.07837324944258615,-0.10457937394235936,-0.13078549844213255,-0.15699162294190575,-0.18319774744167894
2008-12-31,9.137566531717738e-05,0.017291640666037722,-0.010283608734305455,-0.013741936867513,-0.017200265000720544,-0.020658593133928087,-0.024116921267135633
2009-01-31,0.0016572725049445501,0.13261492582379364,-0.07791168298933164,-0.10443466815409037,-0.1309576533188491,-0.15748063848360783,-0.18400362364836653
2009-02-28,0.0016911823885498868,0.06422087005554156,-0.03684133964477505,-0.04968551365588336,-0.06252968766699167,-0.07537386167809998,-0.08821803568920829
2009-03-31,0.009536586547970906,0.18544266697412914,-0.10172901363650658,-0.13881754703133242,-0.17590608042615824,-0.21299461382098406,-0.2500831472158099
2009-04-30,0.00922495632504711,0.05138943325043299,-0.021608703625212684,-0.03188659027529929,-0.042164476925385885,-0.05244236357547248,-0.06272025022555908
2009-05-31,0.021372743168029402,0.05613914990273172,-0.012310746773609632,-0.02353857675415598,-0.03476640673470232,-0.04599423671524867,-0.057222066695795
2009-06-30,0.06001787212654275,0.10846037805176367,-0.005058354704515447,-0.026750430314868193,-0.048442505925220924,-0.07013458153557364,-0.09182665714592639
2009-07-31,0.07718906055621452,0.1628198446543001,-0.020502846236365543,-0.053066815167225556,-0.08563078409808558,-0.11819475302894561,-0.1507587219598056
2009-08-31,-0.11335625991986281,-0.2120755810475694,0.013889088708678832,0.05630420491819271,0.0987193211277066,0.14113443733722048,0.18354955354673436
2009-09-30,0.03693351665429425,0.05196738985278304,0.005753082742624427,-0.0046403952279321856,-0.015033873198488791,-0.025427351169045397,-0.035820829139602
2009-10-31,0.042929977928406964,0.10531475203960183,-0.020258873295354134,-0.04132182370327451,-0.06238477411119487,-0.08344772451911522,-0.10451067492703559
2009-11-30,0.04192967532086634,0.10268170162048551,-0.019679345651424963,-0.040215685975522074,-0.06075202629961917,-0.08128836662371627,-0.10182470694781337
2009-12-31,0.010025247266350958,0.018506407901644817,-0.0010785974746359318,-0.004779879054964896,-0.008481160635293859,-0.012182442215622822,-0.015883723795951786
2010-01-31,-0.0461182125230581,-0.07179103000623188,-0.0030435945193189734,0.011314611481927403,0.02567281748317378,0.040031023484420156,0.05438922948566653
2010-02-28,0.01812059038899641,0.03882848980769271,-0.005176503495619215,-0.01294220145715776,-0.0207078994186963,-0.02847359738023484,-0.036239295341773385
2010-03-31,0.0022084638017940634,0.022366339190181828,-0.011211339712315034,-0.0156846075503514,-0.020157875388387765,-0.02463114322642413,-0.029104411064460496
2010-04-30,-0.03185774892809102,-0.07606078854379528,0.013778724198186147,0.028990881906945203,0.04420303961570426,0.05941519732446331,0.07462735503322238
2010-05-31,-0.03244390024791439,-0.08701668292353004,0.01976610950620364,0.03716944609090964,0.054572782675615654,0.07197611926032166,0.08937945584502766
2010-06-30,-0.024994236504348736,-0.08893044849513443,0.02836403259273192,0.04615012229175881,0.0639362119907857,0.08172230168981258,0.09950839138883946
2010-07-31,0.0018496133961341601,0.12950341976874613,-0.07585243846511353,-0.10175312241886275,-0.12765380637261198,-0.1535544903263612,-0.17945517428011043
2010-08-31,3.237354957052604e-05,0.04624977146268927,-0.027717489328043035,-0.036967443620580895,-0.04621739791311875,-0.0554673522056566,-0.06471730649819445
2010-09-30,0.00811448824060968,0.013128488271207273,0.0002373952778853168,-0.002388302376356139,-0.005014000030597593,-0.007639697684839046,-0.010265395339080502
2010-10-31,0.023690045173947627,0.1231440490116078,-0.05019638423301705,-0.07482519403533862,-0.09945400383766018,-0.12408281363998172,-0.1487116234423033
2010-11-30,0.00871044363714706,-0.037512527530045636,0.03121796015517444,0.03872046566118357,0.0462229711671927,0.05372547667320182,0.06122798217921095
2010-12-31,-0.009153906800012275,-0.016078048076765272,0.0004929220460468883,0.0037085316613999428,0.006924141276752997,0.010139750892106052,0.013355360507459106
2011-01-31,-0.04445616500050041,-0.03764943178810176,-0.021866505927639356,-0.014336619570018999,-0.00680673321239865,0.0007231531452216999,0.00825303950284205
2011-02-28,0.04781795099137026,0.07469950822319693,0.0029982460574521017,-0.011941655587187287,-0.02688155723182667,-0.04182145887646606,-0.05676136052110543
2011-03-31,-0.02386288151403311,-0.010719730425944318,-0.01743104325846652,-0.015287097173277656,-0.013143151088088792,-0.010999205002899928,-0.008855258917711066
2011-04-30,-0.0197735797092678,-0.019260003125538883,-0.008217577833944471,-0.004365577208836693,-0.0005135765837289176,0.0033384240413788582,0.007190424666486634
2011-05-31,-0.0363858524802834,-0.06875062919180652,0.004864525034800511,0.018614650873161824,0.03236477671152312,0.04611490254988442,0.05986502838824572
2011-06-30,0.002660521878025872,0.02099005536839127,-0.00993351134300889,-0.014131522416687145,-0.018329533490365396,-0.02252754456404365,-0.0267255556377219
2011-07-31,-0.0006502793159741738,-0.009322190196159541,0.00494303480172155,0.006807472840953459,0.008671910880185367,0.010536348919417274,0.012400786958649183
2011-08-31,-0.001632620009637507,-0.04234336740053779,0.023773400430685165,0.03224207391079273,0.04071074739090028,0.04917942087100784,0.0576480943511154
2011-09-30,-0.03040029727370504,-0.10858419099330618,0.034750217322278676,0.05646705552093992,0.07818389371960115,0.09990073191826239,0.1216175701169236
2011-10-31,0.0017639880575992734,0.04118362432001543,-0.022946186534409985,-0.031182911398413074,-0.03941963626241616,-0.047656361126419244,-0.05589308599042233
2011-11-30,-9.677393387699165e-05,-0.05625622590697854,0.033656961610310135,0.044908206791705846,0.05615945197310155,0.06741069715449725,0.07866194233589295
2011-12-31,-0.0013393764050285812,-0.10169533406232178,0.05967782403236448,0.08001689084482885,0.1003559576572932,0.12069502446975755,0.1410340912822219
2012-01-31,-0.0025405728573906104,0.03309210016423236,-0.022395832955930027,-0.029014252988776502,-0.03563267302162297,-0.04225109305446944,-0.048869513087315915
2012-02-29,4.3897131492854355e-05,0.0905943226503454,-0.05431269645871438,-0.07243156098878346,-0.09055042551885253,-0.1086692900489216,-0.12678815457899067
2012-03-31,-0.0005410317565951149,-0.07106237966259865,0.042096396040964074,0.056308871973483804,0.07052134790600353,0.08473382383852326,0.098946299771043
2012-04-30,0.0025470198791942267,0.07094156571608967,-0.04001791955045957,-0.05420623269367751,-0.06839454583689544,-0.08258285898011337,-0.0967711721233313
2012-05-31,0.0009823288234459711,0.011357775392600189,-0.005832336412114142,-0.008103891490634181,-0.010375446569154219,-0.012647001647674256,-0.014918556726194293
2012-06-30,-0.0051381986114497884,-0.0691305184658827,0.036340112468079826,0.05016621616125637,0.0639923198544329,0.07781842354760944,0.09164452724078598
2012-07-31,-0.025451991274278073,-0.06787304453166842,0.015271835444722978,0.02884644435105667,0.04242105325739035,0.05599566216372403,0.06957027107005773
2012-08-31,-0.02573872769068589,-0.03498347023077997,-0.0047486455522179095,0.002248048493938084,0.009244742540094077,0.01624143658625007,0.023238130632406064
2012-09-30,0.021067476680347263,0.031405191307573466,0.0022243618958031827,-0.004056676365711512,-0.010337714627226203,-0.016618752888740897,-0.022899791150255585
2012-10-31,0.0010497230677754279,-0.013868357765804085,0.00937073772725788,0.012144409280418697,0.014918080833579513,0.01769175238674033,0.020465423939901143
2012-11-30,-0.04267479250409431,-0.07614110977165855,0.003009873358900822,0.018238095313232533,0.033466317267564244,0.048694539221895955,0.06392276117622767
2012-12-31,0.03391339065338849,0.17256143085588493,-0.06962346786014248,-0.10413575403131944,-0.13864804020249644,-0.17316032637367343,-0.2076726125448504
2013-01-31,0.002202553270809037,0.06393474437008684,-0.036158293351243063,-0.048945242225260435,-0.0617321910992778,-0.07451913997329516,-0.08730608884731253
2013-02-28,0.021468308320128655,0.0120797757766542,0.014220442854136135,0.011804487698805294,0.009388532543474454,0.006972577388143615,0.004556622232812776
2013-03-31,-0.02116025764412437,-0.0575771520120425,0.01338603356310113,0.024901463965509633,0.03641689436791813,0.047932324770326634,0.05944775517273512
2013-04-30,-0.005669572207113234,-0.020707486757471916,0.006754919847369915,0.010896417198864299,0.015037914550358682,0.019179411901853065,0.023320909253347444
2013-05-31,0.10309286417156444,0.09578560115009971,0.045621503481504615,0.02646438325148466,0.007307263021464727,-0.011849857208555206,-0.03100697743857514
2013-06-30,-0.08606372619414338,-0.15637423410259588,0.007760814267414151,0.03903566108793333,0.0703105079084525,0.10158535472897168,0.13286020154949083
2013-07-31,0.04882137927856119,0.02283849055731091,0.03511828494417465,0.030550586832712466,0.025982888721250284,0.021415190609788103,0.01684749249832592
2013-08-31,0.02371934881919001,0.060593984160975944,-0.012637041677395558,-0.024755838509590747,-0.036874635341785936,-0.048993432173981125,-0.061112229006176313
2013-09-30,0.06395522912877963,0.04787154895435797,0.03523229975616485,0.025657989965293254,0.01608368017442166,0.006509370383550067,-0.0030649394073215264
2013-10-31,-0.05113504265157831,-0.025705429476611474,-0.03571178496561143,-0.03057069907028913,-0.025429613174966836,-0.020288527279644544,-0.015147441384322252
2013-11-30,0.04655115927593088,0.04215678545726309,0.021257088001573023,0.012825730910120403,0.004394373818667786,-0.00403698327278483,-0.012468340364237447
2013-12-31,-0.022041130727486626,-0.038230458645864274,0.0008971444600319387,0.008543236189204793,0.016189327918377648,0.023835419647550503,0.03148151137672336
2014-01-31,0.030683722378478048,-0.02595868466635276,0.046258933178289705,0.05145067011156026,0.05664240704483081,0.06183414397810136,0.0670258809113719
2014-02-28,-0.00898492713926369,0.003774612214140438,-0.011249694467747953,-0.01200461691057604,-0.012759539353404127,-0.013514461796232214,-0.014269384239060302
2014-03-31,-0.053563773130437774,-0.02304110033724993,-0.039739112928087815,-0.03513089286063783,-0.030522672793187842,-0.025914452725737856,-0.02130623265828787
2014-04-30,-0.015481028810900755,-0.00486374905821485,-0.012562779375971845,-0.011590029564328875,-0.010617279752685905,-0.009644529941042935,-0.008671780129399965
2014-05-31,0.005870850197192898,0.0065235657369178135,0.0019567107550422097,0.000651997607658647,-0.0006527155397249157,-0.0019574286871084784,-0.003262141834492041
2014-06-30,0.015922347839849835,0.012898887057518404,0.008183015605338793,0.005603238193835111,0.003023460782331431,0.0004436833708277507,-0.0021360940406759295
2014-07-31,0.006413105288566802,0.08521537884475605,-0.04471612201828683,-0.061759197787238033,-0.07880227355618925,-0.09584534932514047,-0.11288842509409167
2014-08-31,0.02128867063262097,0.013998428965033893,0.012889613253600633,0.010089927460593853,0.007290241667587075,0.004490555874580297,0.0016908700815735193
2014-09-30,0.05402071337628142,0.07453283620480566,0.009301011653398021,-0.005605555587563114,-0.020512122828524243,-0.03541869006948538,-0.0503252573104465
2014-10-31,0.0052898955859151464,0.01954600864242284,-0.006437709599538558,-0.010346911328023126,-0.014256113056507695,-0.018165314784992264,-0.02207451651347683
2014-11-30,0.05896566811442531,0.0903442920956663,0.004759092857025526,-0.01330976556210773,-0.03137862398124099,-0.049447482400374256,-0.06751634081950753
2014-12-31,0.039421330971167484,0.15004764105938628,-0.05060725366446428,-0.08061678187634155,-0.1106263100882188,-0.14063583830009604,-0.1706453665119733
